Scientific name	Protein	BioSample	Isolate	Contig	Start	Stop	Strand	Element symbol	Element name	Type	Scope	Subtype	Class	Subclass	Method	% Coverage of reference	% Identity to reference	Organism group	Strain	Location	Isolation source	Isolation type	Host	Assembly	Collection date	Contig coverage	Assembly coverage
Escherichia coli	HAJ2849099.1	SAMD00108706	PDT000431919.1	DABHNT010000131.1	5516	6328	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	W043B	Myanmar:Yangon		environmental/other		GCA_013012105.1	2017/1/25	350	172
Escherichia coli	HAJ2912771.1	SAMD00108707	PDT000431920.1	DABHNU010000035.1	2187	2999	-	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	W046BW	Myanmar:Yangon		environmental/other		GCA_013012045.1	2017/1/30	298	194
Escherichia coli	HAJ2913697.1	SAMD00108707	PDT000431920.1	DABHNU010000126.1	310	1122	+	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	W046BW	Myanmar:Yangon		environmental/other		GCA_013012045.1	2017/1/30	247	194
Escherichia coli	HAJ2787823.1	SAMD00108708	PDT000431921.1	DABHNQ010000064.1	494	1306	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	W046G	Myanmar:Yangon		environmental/other		GCA_013011905.1	2017/1/30	1552	183
Escherichia coli	HAJ2788093.1	SAMD00108708	PDT000431921.1	DABHNQ010000137.1	5605	6417	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	W046G	Myanmar:Yangon		environmental/other		GCA_013011905.1	2017/1/30	1509	183
Escherichia coli	HAJ2783024.1	SAMD00129390	PDT000432040.1	DABHNN010000059.1	493	1305	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M318	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011985.1	2015/11/9	392	200
Escherichia coli	HAJ2783265.1	SAMD00129390	PDT000432040.1	DABHNN010000131.1	494	1306	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M318	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011985.1	2015/11/9	387	200
Escherichia coli	HAJ2829217.1	SAMD00129400	PDT000432050.1	DABHNM010000065.1	493	1305	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M626	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011845.1	2016/11/30	383	191
Escherichia coli	HAJ2829517.1	SAMD00129400	PDT000432050.1	DABHNM010000145.1	5516	6328	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M626	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011845.1	2016/11/30	374	191
Escherichia coli	HAJ2808461.1	SAMD00129401	PDT000432051.1	DABHNO010000077.1	491	1303	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M627	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011825.1	2016/12/1	242	184
Escherichia coli	HAJ2808760.1	SAMD00129401	PDT000432051.1	DABHNO010000155.1	380	1192	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M627	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011825.1	2016/12/1	239	184
Escherichia coli	HAJ2824360.1	SAMD00129402	PDT000432052.1	DABHNR010000080.1	495	1307	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M628	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011885.1	2016/12/12	1989	203
Escherichia coli	HAJ2824645.1	SAMD00129402	PDT000432052.1	DABHNR010000153.1	380	1192	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M628	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011885.1	2016/12/12	1962	203
Escherichia coli	HAJ2818865.1	SAMD00059745	PDT000432054.1	DABHNS010000074.1	494	1306	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M101	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011865.1	2015/6/24	47	43
Escherichia coli	HAJ2819258.1	SAMD00059745	PDT000432054.1	DABHNS010000154.1	383	1195	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M101	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011865.1	2015/6/24	46	43
Escherichia coli	HAJ2724570.1	SAMD00059746	PDT000432055.1	DABHNK010000072.1	494	1306	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M105	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011725.1	2015/4/27	37	27
Escherichia coli	HAJ2724909.1	SAMD00059746	PDT000432055.1	DABHNK010000144.1	494	1306	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M105	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011725.1	2015/4/27	25	27
Escherichia coli	HAJ2724912.1	SAMD00059746	PDT000432055.1	DABHNK010000145.1	494	1306	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M105	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011725.1	2015/4/27	11	27
Escherichia coli	HAJ2739374.1	SAMD00059747	PDT000432056.1	DABHNI010000041.1	494	1306	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M107	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011785.1	2015/6/23	28	23
Escherichia coli	HAJ2739514.1	SAMD00059747	PDT000432056.1	DABHNI010000081.1	380	1192	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M107	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011785.1	2015/6/23	16	23
Escherichia coli	HAJ2813706.1	SAMD00059748	PDT000432057.1	DABHNL010000074.1	494	1306	+	blaNDM-4	subclass B1 metallo-beta-lactamase NDM-4	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M109	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011755.1	15-May	21	21
Escherichia coli	HAJ2813919.1	SAMD00059748	PDT000432057.1	DABHNL010000125.1	380	1192	+	blaNDM-4	subclass B1 metallo-beta-lactamase NDM-4	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M109	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011755.1	15-May	16	21
Escherichia coli	HAJ2797996.1	SAMD00059749	PDT000432058.1	DABHNF010000053.1	166	978	+	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M110	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011745.1	2015/5/11	8	17
Escherichia coli	HAJ2798085.1	SAMD00059749	PDT000432058.1	DABHNF010000083.1	167	979	+	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M110	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011745.1	2015/5/11	4	17
Escherichia coli	HAJ2700268.1	SAMD00059750	PDT000432059.1	DABHNH010000079.1	794	1606	+	blaNDM-4	subclass B1 metallo-beta-lactamase NDM-4	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M213	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011805.1	2015/8/21	25	35
Escherichia coli	HAJ2700424.1	SAMD00059750	PDT000432059.1	DABHNH010000122.1	163	975	+	blaNDM-4	subclass B1 metallo-beta-lactamase NDM-4	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M213	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011805.1	2015/8/21	15	35
Escherichia coli	HAJ2793344.1	SAMD00059751	PDT000432060.1	DABHNJ010000105.1	1	813	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M214	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011625.1	2015/8/24	38	13
Escherichia coli	HAJ2793349.1	SAMD00059751	PDT000432060.1	DABHNJ010000106.1	1	813	+	blaNDM-4	subclass B1 metallo-beta-lactamase NDM-4	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M214	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011625.1	2015/8/24	33	13
Escherichia coli	HAJ2793354.1	SAMD00059751	PDT000432060.1	DABHNJ010000107.1	1	813	+	blaNDM-24	subclass B1 metallo-beta-lactamase NDM-24	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M214	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011625.1	2015/8/24	31	13
Escherichia coli	HAJ2793359.1	SAMD00059751	PDT000432060.1	DABHNJ010000108.1	1	813	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M214	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011625.1	2015/8/24	27	13
Escherichia coli	HAJ2689523.1	SAMD00059753	PDT000432061.1	DABHNG010000084.1	292	1104	+	blaNDM-4	subclass B1 metallo-beta-lactamase NDM-4	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M216	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011645.1	2015/8/24	11	18
Escherichia coli	HAJ2689655.1	SAMD00059753	PDT000432061.1	DABHNG010000130.1	163	975	+	blaNDM-4	subclass B1 metallo-beta-lactamase NDM-4	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M216	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011645.1	2015/8/24	8	18
Escherichia coli	HAJ2689660.1	SAMD00059753	PDT000432061.1	DABHNG010000131.1	163	975	+	blaNDM	NDM family subclass B1 metallo-beta-lactamase	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	BLASTP	100	99.63	E.coli and Shigella	M216	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011645.1	2015/8/24	7	18
Escherichia coli	HAJ2734597.1	SAMD00059755	PDT000432062.1	DABHND010000056.1	494	1306	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M303-1	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011655.1	2015/9/4	221	184
Escherichia coli	HAJ2734860.1	SAMD00059755	PDT000432062.1	DABHND010000109.1	5605	6417	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M303-1	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011655.1	2015/9/4	237	184
Escherichia coli	HAJ2694983.1	SAMD00059757	PDT000432063.1	DABHNE010000109.1	162	974	+	blaNDM-4	subclass B1 metallo-beta-lactamase NDM-4	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M305	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011585.1	2015/9/8	215	172
Escherichia coli	HAJ2695236.1	SAMD00059757	PDT000432063.1	DABHNE010000180.1	163	975	+	blaNDM-4	subclass B1 metallo-beta-lactamase NDM-4	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M305	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011585.1	2015/9/8	222	172
Escherichia coli	HAJ2704889.1	SAMD00059759	PDT000432065.1	DABHNC010000059.1	493	1305	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M309	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011685.1	2015/10/26	363	190
Escherichia coli	HAJ2705106.1	SAMD00059759	PDT000432065.1	DABHNC010000124.1	494	1306	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M309	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011685.1	2015/10/26	359	190
Escherichia coli	HAJ2763375.1	SAMD00059763	PDT000432067.1	DABHNB010000095.1	493	1305	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M323	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011545.1	2015/11/23	385	203
Escherichia coli	HAJ2763958.1	SAMD00059763	PDT000432067.1	DABHNB010000198.1	383	1195	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	M323	Myanmar:Yangon		clinical	Homo sapiens	GCA_013011545.1	2015/11/23	378	203
Escherichia coli	HAN5088841.1	SAMN05770925	PDT000435292.1	DABUNR010000078.1	18320	19120	+	blaNDM	NDM family subclass B1 metallo-beta-lactamase	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	BLASTP	100	98.52	E.coli and Shigella	strain 143	Singapore	not collected	clinical	Homo sapiens	GCA_014682945.1	2014/10/23	63	24
Escherichia coli	HAN5089771.1	SAMN05770925	PDT000435292.1	DABUNR010000253.1	819	1619	+	blaNDM	NDM family subclass B1 metallo-beta-lactamase	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	BLASTP	100	98.52	E.coli and Shigella	strain 143	Singapore	not collected	clinical	Homo sapiens	GCA_014682945.1	2014/10/23	23	24
Escherichia coli	HAN5099472.1	SAMN05770911	PDT000435313.1	DABUNS010000384.1	1	739	+	blaNDM	NDM family subclass B1 metallo-beta-lactamase	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	BLASTP	90.74	100	E.coli and Shigella	strain 129	Singapore	not collected	clinical	Homo sapiens	GCA_014682985.1	2014/11/21	7	15
Escherichia coli	HAN5099475.1	SAMN05770911	PDT000435313.1	DABUNS010000385.1	1	739	+	blaNDM	NDM family subclass B1 metallo-beta-lactamase	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	BLASTP	90.74	100	E.coli and Shigella	strain 129	Singapore	not collected	clinical	Homo sapiens	GCA_014682985.1	2014/11/21	9	15
Escherichia coli	WP_004201164.1	SAMN10644704	PDT000435634.1	NZ_RZVV01000193.1	2336	3148	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	1.16E+09	France: Limoges	Siphon	environmental/other		GCA_004004795.1	2017	0	0
Escherichia coli	WP_023408309.1	SAMN10583475	PDT000436729.1	NZ_RXHE01000096.1	2265	3077	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	Ec2551	China: Sichuan	urine	clinical	Homo sapiens	GCA_004011625.1	2017	2843	716
Escherichia coli	WP_032495622.1	SAMN10743440	PDT000448179.1	NZ_CP035125.1	44052	44864	-	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	EC25	China: Hangzhou	urine	clinical	Homo sapiens	GCA_004088295.1	2017/8/17	0	0
Escherichia coli	WP_023408309.1	SAMN10219258	PDT000457710.1	NZ_RIAO01000069.1	289	1101	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	L906	China: Hangzhou	feces	clinical	Homo sapiens	GCA_004117895.1	2017/12/6	0	0
Escherichia coli	WP_004201164.1	SAMN10219262	PDT000459414.1	NZ_RIZK01000009.1	10136	10948	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	L983	China: Hangzhou	feces	clinical	Homo sapiens	GCA_004120955.1	2018/1/23	0	0
Escherichia coli	WP_023408309.1	SAMN10219261	PDT000459419.1	NZ_RIZL01000089.1	2324	3136	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	L935	China: Hangzhou	feces	clinical	Homo sapiens	GCA_004122195.1	2017/12/18	0	0
Escherichia coli	WP_023408309.1	SAMN10219263	PDT000459420.1	NZ_RIZJ01000063.1	2322	3134	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	L1016	China: Hangzhou	feces	clinical	Homo sapiens	GCA_004122205.1	2018/3/19	0	0
Escherichia coli	WP_023408309.1	SAMN10219260	PDT000459421.1	NZ_RIZM01000151.1	296	1108	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	L932	China: Hangzhou	feces	clinical	Homo sapiens	GCA_004122215.1	2017/12/19	0	0
Escherichia coli	WP_023408309.1	SAMN10219259	PDT000459422.1	NZ_RIZN01000109.1	2324	3136	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	L930	China: Hangzhou	feces	clinical	Homo sapiens	GCA_004122245.1	2017/12/15	0	0
Escherichia coli	WP_032495672.1	SAMN10219257	PDT000459423.1	NZ_RIZO01000040.1	2729	3541	-	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	L889	China: Hangzhou	feces	clinical	Homo sapiens	GCA_004122265.1	2017/11/15	0	0
Escherichia coli	WP_023408309.1	SAMN10219256	PDT000459424.1	NZ_RIZP01000031.1	2323	3135	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	L862	China: Hangzhou	feces	clinical	Homo sapiens	GCA_004122295.1	2017/10/25	0	0
Escherichia coli	WP_023408309.1	SAMN10219255	PDT000459425.1	NZ_RIZQ01000065.1	303	1115	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	L833	China: Hangzhou	feces	clinical	Homo sapiens	GCA_004122305.1	2017/9/27	0	0
Escherichia coli	WP_004201164.1	SAMN10219254	PDT000459426.1	NZ_RIZR01000018.1	1546	2358	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	L776	China: Hangzhou	feces	clinical	Homo sapiens	GCA_004122315.1	2017/8/18	0	0
Escherichia coli	WP_063860856.1	SAMN10219251	PDT000459427.1	NZ_RIZT01000075.1	628	1440	+	blaNDM-13	subclass B1 metallo-beta-lactamase NDM-13	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	L704	China: Hangzhou	feces	clinical	Homo sapiens	GCA_004122355.1	2017/7/4	0	0
Escherichia coli	WP_023408309.1	SAMN10219253	PDT000459428.1	NZ_RIZS01000061.1	4425	5237	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	L743	China: Hangzhou	feces	clinical	Homo sapiens	GCA_004122325.1	2017/8/2	0	0
Escherichia coli	WP_023408309.1	SAMN10219249	PDT000459429.1	NZ_RIZU01000024.1	628	1440	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	L665	China: Hangzhou	feces	clinical	Homo sapiens	GCA_004122395.1	2017/8/7	0	0
Escherichia coli	WP_023408309.1	SAMN10219248	PDT000459430.1	NZ_RIZV01000075.1	628	1440	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	L612	China: Hangzhou	feces	clinical	Homo sapiens	GCA_004122405.1	2017/5/9	0	0
Escherichia coli	WP_004201164.1	SAMN10219246	PDT000459431.1	NZ_RIZX01000033.1	18934	19746	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	L412	China: Hangzhou	feces	clinical	Homo sapiens	GCA_004122445.1	2016/11/23	0	0
Escherichia coli	WP_023408309.1	SAMN10219247	PDT000459432.1	NZ_RIZW01000072.1	4427	5239	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	L610	China: Hangzhou	feces	clinical	Homo sapiens	GCA_004122425.1	2017/5/9	0	0
Escherichia coli	WP_023408309.1	SAMN10219245	PDT000459433.1	NZ_RIZY01000066.1	944	1756	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	L239	China: Hangzhou	feces	clinical	Homo sapiens	GCA_004122455.1	2016/9/16	0	0
Escherichia coli	WP_023408309.1	SAMN10219243	PDT000459434.1	NZ_RJAA01000059.1	299	1111	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	L213	China: Hangzhou	feces	clinical	Homo sapiens	GCA_004122505.1	2016/8/30	0	0
Escherichia coli	WP_004201164.1	SAMN10219242	PDT000459435.1	NZ_RJAB01000061.1	4150	4962	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	L200	China: Hangzhou	feces	clinical	Homo sapiens	GCA_004122525.1	2016/8/22	0	0
Escherichia coli	WP_023408309.1	SAMN10219244	PDT000459437.1	NZ_RIZZ01000068.1	2315	3127	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	L214	China: Hangzhou	feces	clinical	Homo sapiens	GCA_004126435.1	2016/8/30	0	0
Escherichia coli	WP_004201164.1	SAMN10531472	PDT000460398.1	NZ_CP034398.1	20591	21403	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	CRE1	Thailand: Chiang Mai	urine	clinical	Homosapiens	GCA_004135775.1	14-Jun	0	0
Escherichia coli	WP_004201164.1	SAMN10531954	PDT000460400.1	NZ_CP034403.1	21794	22606	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	CRE10	Thailand: Chiang Mai	stool	clinical	Homosapiens	GCA_004135815.1	14-Sep	0	0
Escherichia coli	WP_023408309.1	SAMN11602614	PDT000517889.1	NZ_VBQE01000124.1	287	1099	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	ECS9	China: Jinhua		clinical	Homo sapiens	GCA_005930685.1	2018/10/11	0	0
Escherichia coli	WP_004201164.1	SAMN04158281	PDT000522793.1	NZ_CP040884.1	86837	87649	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	K71-77	Norway	blood	clinical	Homo sapiens	GCA_006337025.1	2010	641	412
Escherichia coli	HAG7211320.1	SAMD00157550	PDT000523062.1	DAAZEP010000064.1	494	1306	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	F019B	Myanmar:Yangon		environmental/other		GCA_012290085.1	2017/11/28	0	0
Escherichia coli	HAG7211488.1	SAMD00157550	PDT000523062.1	DAAZEP010000139.1	380	1192	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	F019B	Myanmar:Yangon		environmental/other		GCA_012290085.1	2017/11/28	0	0
Escherichia coli	HAG7187489.1	SAMD00157551	PDT000523063.1	DAAZEN010000076.1	493	1305	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	F024B	Myanmar:Yangon		environmental/other		GCA_012289965.1	2017/11/28	0	0
Escherichia coli	HAG7187819.1	SAMD00157551	PDT000523063.1	DAAZEN010000196.1	494	1306	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	F024B	Myanmar:Yangon		environmental/other		GCA_012289965.1	2017/11/28	0	0
